web_scraper_order,web_scraper_start_url,autres_animaux,nom,prix,adresse,image
"1771239341-2917","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/dinde-5350940","Poulet et dinde","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cochon-dinde-3520084"
"1771239341-2918","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/dinde-5350940","Poulet et dinde","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cochon-dinde-3520078"
"1771239341-2919","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/dinde-5350940","Poulet et dinde","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cochon-dinde-3520065"
"1771239341-2920","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/dinde-5350940","Poulet et dinde","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dindes-5035473"
"1771239341-2921","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/dinde-5350940","Poulet et dinde","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dindes-2421638"
"1771239341-2922","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/dinde-5350940","Poulet et dinde","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/trio-dindes-damerique-3092550"
"1771239341-2923","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/dinde-5350940","Poulet et dinde","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-5001804"
"1771239341-2924","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/dinde-5350940","Poulet et dinde","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dinde-rouge-ardenne-4917420"
"1771239341-2925","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/dinde-5350940","Poulet et dinde","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dindes-4408804"
"1771239350-2926","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/veau-5363603","Veau","6 500 000 CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/profil/ca5bbaf7-3420-4867-99ea-bd042e4a0460"
"1771239350-2927","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/veau-5363603","Veau","6 500 000 CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/profil/ca5bbaf7-3420-4867-99ea-bd042e4a0460"
"1771239350-2928","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/veau-5363603","Veau","6 500 000 CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veau-5363603"
"1771239350-2929","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/veau-5363603","Veau","6 500 000 CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3350491"
"1771239350-2930","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/veau-5363603","Veau","6 500 000 CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3335012"
"1771239350-2931","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/veau-5363603","Veau","6 500 000 CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3318063"
"1771239350-2932","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/veau-5363603","Veau","6 500 000 CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veau-3784229"
"1771239350-2933","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/veau-5363603","Veau","6 500 000 CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veau-2856538"
"1771239350-2934","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/veau-5363603","Veau","6 500 000 CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-montbeliardes-4851931"
"1771239350-2935","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/veau-5363603","Veau","6 500 000 CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veaux-4407653"
"1771239350-2936","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/veau-5363603","Veau","6 500 000 CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-brune-4664799"
"1771239350-2937","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/veau-5363603","Veau","6 500 000 CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3775233"
"1771239360-2938","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/poisson-aquarium-5370855","Poisson Aquarium","7 500 CFA","Dakar, Sénégal","https://sn.coinafrique.com/profil/884bbde6-c493-48ba-bd25-37d8c8a1c231"
"1771239360-2939","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/poisson-aquarium-5370855","Poisson Aquarium","7 500 CFA","Dakar, Sénégal","https://sn.coinafrique.com/profil/884bbde6-c493-48ba-bd25-37d8c8a1c231"
"1771239360-2940","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/poisson-aquarium-5370855","Poisson Aquarium","7 500 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poisson-aquarium-5370855"
"1771239360-2941","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/poisson-aquarium-5370855","Poisson Aquarium","7 500 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquarium-5068623"
"1771239360-2942","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/poisson-aquarium-5370855","Poisson Aquarium","7 500 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poisson-aquarium-4898597"
"1771239360-2943","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/poisson-aquarium-5370855","Poisson Aquarium","7 500 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquarium-4534116"
"1771239360-2944","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/poisson-aquarium-5370855","Poisson Aquarium","7 500 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquariums-4258053"
"1771239360-2945","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/poisson-aquarium-5370855","Poisson Aquarium","7 500 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquarium-4213007"
"1771239360-2946","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/poisson-aquarium-5370855","Poisson Aquarium","7 500 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquarium-3922652"
"1771239360-2947","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/poisson-aquarium-5370855","Poisson Aquarium","7 500 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poisson-aquarium-3256827"
"1771239360-2948","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/poisson-aquarium-5370855","Poisson Aquarium","7 500 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poisson-daquarium-863425"
"1771239365-2949","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/dindons-et-dindes-5374129","Dindons et dindes","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/profil/044dbd0f-1ba1-44e9-8aaf-6241c1916f18"
"1771239365-2950","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/dindons-et-dindes-5374129","Dindons et dindes","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/profil/044dbd0f-1ba1-44e9-8aaf-6241c1916f18"
"1771239365-2951","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/dindons-et-dindes-5374129","Dindons et dindes","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dindons-et-dindes-5374129"
"1771239365-2952","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/dindons-et-dindes-5374129","Dindons et dindes","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dindons-4056115"
"1771239373-2953","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureaux-5419672","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/profil/4b35dcff-085b-4311-b2d4-02a2882d3292"
"1771239373-2954","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureaux-5419672","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/profil/4b35dcff-085b-4311-b2d4-02a2882d3292"
"1771239373-2955","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureaux-5419672","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/taureau-5427578"
"1771239373-2956","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureaux-5419672","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/taureaux-5419672"
"1771239373-2957","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureaux-5419672","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4196106"
"1771239373-2958","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureaux-5419672","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/buf-4090572"
"1771239373-2959","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureaux-5419672","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-2846588"
"1771239373-2960","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureaux-5419672","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/taureau-5634272"
"1771239373-2961","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureaux-5419672","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/taureau-metis-dinsemination-5543760"
"1771239373-2962","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureaux-5419672","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/taureau-metis-5538746"
"1771239373-2963","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureaux-5419672","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/taureau-4335558"
"1771239373-2964","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureaux-5419672","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/taureau-nelore-2251055"
"1771239373-2965","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureaux-5419672","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/taureau-3271377"
"1771239373-2966","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureaux-5419672","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/taureau-3269989"
"1771239380-2967","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/hamster-5422322","Hamster","15 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/profil/905ded26-e30c-4bad-82e6-8da7f98f2f97"
"1771239380-2968","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/hamster-5422322","Hamster","15 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/profil/905ded26-e30c-4bad-82e6-8da7f98f2f97"
"1771239380-2969","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/hamster-5422322","Hamster","15 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-5422322"
"1771239380-2970","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/hamster-5422322","Hamster","15 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/couple-hamster-3779809"
"1771239380-2971","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/hamster-5422322","Hamster","15 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-doree-4110101"
"1771239380-2972","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/hamster-5422322","Hamster","15 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-doree-3814562"
"1771239380-2973","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/hamster-5422322","Hamster","15 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3780966"
"1771239380-2974","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/hamster-5422322","Hamster","15 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-dore-4169247"
"1771239380-2975","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/hamster-5422322","Hamster","15 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-4723216"
"1771239380-2976","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/hamster-5422322","Hamster","15 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3689324"
"1771239380-2977","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/hamster-5422322","Hamster","15 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3615764"
"1771239380-2978","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/hamster-5422322","Hamster","15 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamsters-3525591"
"1771239380-2979","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/hamster-5422322","Hamster","15 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3502571"
"1771239380-2980","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/hamster-5422322","Hamster","15 000 CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-5189132"
"1771239386-2981","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/tortue-terrestre-sulcata-5422356","Tortue terrestre sulcata","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/profil/905ded26-e30c-4bad-82e6-8da7f98f2f97"
"1771239386-2982","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/tortue-terrestre-sulcata-5422356","Tortue terrestre sulcata","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/profil/905ded26-e30c-4bad-82e6-8da7f98f2f97"
"1771239386-2983","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/tortue-terrestre-sulcata-5422356","Tortue terrestre sulcata","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/tortue-terrestre-sulcata-5422356"
"1771239399-2984","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chatons-5426216","Chaton Ragdoll","950 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/profil/5b77ae70-b7dc-4508-aae7-197c19f562d5"
"1771239399-2985","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chatons-5426216","Chaton Ragdoll","950 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/profil/5b77ae70-b7dc-4508-aae7-197c19f562d5"
"1771239399-2986","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chatons-5426216","Chaton Ragdoll","950 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-ragdoll-5482181"
"1771239399-2987","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chatons-5426216","Chaton Ragdoll","950 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-scottish-5473342"
"1771239399-2988","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chatons-5426216","Chaton Ragdoll","950 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-5473339"
"1771239399-2989","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chatons-5426216","Chaton Ragdoll","950 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chatons-5426216"
"1771239399-2990","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chatons-5426216","Chaton Ragdoll","950 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-5344588"
"1771239399-2991","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chatons-5426216","Chaton Ragdoll","950 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chatons-5330509"
"1771239399-2992","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chatons-5426216","Chaton Ragdoll","950 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-5096028"
"1771239399-2993","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chatons-5426216","Chaton Ragdoll","950 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-5092278"
"1771239399-2994","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chatons-5426216","Chaton Ragdoll","950 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-5050095"
"1771239399-2995","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chatons-5426216","Chaton Ragdoll","950 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/himalayen-5041105"
"1771239399-2996","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chatons-5426216","Chaton Ragdoll","950 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-hiamalayen-4864117"
"1771239399-2997","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chatons-5426216","Chaton Ragdoll","950 000 CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/persan-pure-race-4818301"
"1771239406-2998","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureau-5427578","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/profil/0a92fd0b-e2f3-47a8-922f-13418dc8ecc8"
"1771239406-2999","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureau-5427578","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/profil/0a92fd0b-e2f3-47a8-922f-13418dc8ecc8"
"1771239406-3000","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureau-5427578","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/taureau-5427578"
"1771239406-3001","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureau-5427578","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/taureaux-5419672"
"1771239406-3002","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureau-5427578","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4196106"
"1771239406-3003","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureau-5427578","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/buf-4090572"
"1771239406-3004","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureau-5427578","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-2846588"
"1771239406-3005","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureau-5427578","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/taureau-5634272"
"1771239406-3006","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureau-5427578","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/taureau-metis-dinsemination-5543760"
"1771239406-3007","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureau-5427578","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/taureau-metis-5538746"
"1771239406-3008","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureau-5427578","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/taureau-4335558"
"1771239406-3009","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureau-5427578","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/taureau-nelore-2251055"
"1771239406-3010","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureau-5427578","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/taureau-3271377"
"1771239406-3011","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/taureau-5427578","Taureau","Prix sur demande","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/taureau-3269989"
"1771239415-3012","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chat-siamois-5435961","Chat Siamois","250 000 CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/profil/f5ebaec4-d84b-40bd-ad61-195efd561d11"
"1771239415-3013","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chat-siamois-5435961","Chat Siamois","250 000 CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/profil/f5ebaec4-d84b-40bd-ad61-195efd561d11"
"1771239415-3014","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chat-siamois-5435961","Chat Siamois","250 000 CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-siamois-5435961"
"1771239415-3015","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chat-siamois-5435961","Chat Siamois","250 000 CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-4928423"
"1771239415-3016","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chat-siamois-5435961","Chat Siamois","250 000 CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-siamois-4997392"
"1771239415-3017","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chat-siamois-5435961","Chat Siamois","250 000 CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chatons-3613416"
"1771239415-3018","https://sn.coinafrique.com/categorie/autres-animaux?page=1","https://sn.coinafrique.com/annonce/autres-animaux/chat-siamois-5435961","Chat Siamois","250 000 CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-siamois-1899735"
